IDCode,SiteCode,RefCode,BatGenus,BatSpecies,CurrentBatSpecies,TrophicGuild,PlantFamily,PlantGenus,PlantSpecies,CurrentPlantSpecies,LifeForm,SuccessionalStage,Interaction,Weight
BPI2307,BPA180,BPR150,Sturnira,Sturnira lilium,Sturnira lilium,Frugivore,Solanaceae,Solanum,Solanum sp.,Solanum sp.,NA,NA,Frugivory,1
BPI2308,BPA180,BPR150,Artibeus,Artibeus lituratus,Artibeus lituratus,Frugivore,Hypericaceae,Vismia,Vismia magnoliifolia,Vismia magnoliifolia,Tree,Early,Frugivory,2
BPI2309,BPA180,BPR150,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Hypericaceae,Vismia,Vismia magnoliifolia,Vismia magnoliifolia,Tree,Early,Frugivory,3
BPI2310,BPA180,BPR150,Sturnira,Sturnira lilium,Sturnira lilium,Frugivore,Hypericaceae,Vismia,Vismia magnoliifolia,Vismia magnoliifolia,Tree,Early,Frugivory,1
BPI2311,BPA181,BPR151,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper aequale,Piper aequale,Shrub,Early,Frugivory,NA
BPI2312,BPA181,BPR151,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper arboreum,Piper arboreum,Shrub,Early,Frugivory,NA
BPI2313,BPA181,BPR151,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper carrilloanum,Piper carrilloanum,Shrub,Early,Frugivory,NA
BPI2314,BPA181,BPR151,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper cordulatum,Piper cordulatum,Shrub,Late,Frugivory,NA
BPI2315,BPA181,BPR151,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper culebranum,Piper colonense,Shrub,Early,Frugivory,NA
BPI2316,BPA181,BPR151,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper darienense,Piper darienense,Shrub,Early,Frugivory,NA
BPI2317,BPA181,BPR151,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper grande,Piper grande,Shrub,NA,Frugivory,NA
BPI2318,BPA181,BPR151,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper perlasense,Piper aequale,Shrub,Early,Frugivory,NA
BPI2319,BPA181,BPR151,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper dilatatum,Piper dilatatum,Shrub,Early,Frugivory,NA
BPI2320,BPA181,BPR151,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper hispidum,Piper hispidum,Shrub,Early,Frugivory,NA
BPI2321,BPA181,BPR151,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper marginatum,Piper marginatum,Shrub,Early,Frugivory,NA
BPI2322,BPA181,BPR151,Carollia,Carollia castanea,Carollia castanea,Frugivore,Piperaceae,Piper,Piper reticulatum,Piper reticulatum,Shrub,Early,Frugivory,NA
BPI2323,BPA181,BPR151,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper aequale,Piper aequale,Shrub,Early,Frugivory,NA
BPI2324,BPA181,BPR151,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper arboreum,Piper arboreum,Shrub,Early,Frugivory,NA
BPI2325,BPA181,BPR151,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper carrilloanum,Piper carrilloanum,Shrub,Early,Frugivory,NA
BPI2326,BPA181,BPR151,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper cordulatum,Piper cordulatum,Shrub,Late,Frugivory,NA
BPI2327,BPA181,BPR151,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper culebranum,Piper colonense,Shrub,Early,Frugivory,NA
BPI2328,BPA181,BPR151,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper darienense,Piper darienense,Shrub,Early,Frugivory,NA
BPI2329,BPA181,BPR151,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper grande,Piper grande,Shrub,NA,Frugivory,NA
BPI2330,BPA181,BPR151,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper perlasense,Piper aequale,Shrub,Early,Frugivory,NA
BPI2331,BPA181,BPR151,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper dilatatum,Piper dilatatum,Shrub,Early,Frugivory,NA
BPI2332,BPA181,BPR151,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper hispidum,Piper hispidum,Shrub,Early,Frugivory,NA
BPI2333,BPA181,BPR151,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper marginatum,Piper marginatum,Shrub,Early,Frugivory,NA
BPI2334,BPA181,BPR151,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper reticulatum,Piper reticulatum,Shrub,Early,Frugivory,NA
BPI2335,BPA182,BPR152,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Arecaceae,Calyptrogyne,Calyptrogyne ghiesbreghtiana,Calyptrogyne ghiesbreghtiana,Palm-tree,Late,Nectarivory,NA
BPI2336,BPA182,BPR152,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Cactaceae,Weberocereus,Weberocereus tunilla,Weberocereus tunilla,Succulent,NA,Nectarivory,NA
BPI2337,BPA182,BPR152,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Bromeliaceae,Vriesea,Vriesea sp.,Vriesea sp.,Herb,NA,Nectarivory,NA
BPI2338,BPA182,BPR152,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Malvaceae,Ochroma,Ochroma pyramidale,Ochroma pyramidale,Tree,Early,Nectarivory,NA
BPI2339,BPA182,BPR152,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Musaceae,Musa,Musa sp.,Musa sp.,Herb,NA,Nectarivory,NA
BPI2340,BPA182,BPR152,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Leguminosae,Mucuna,Mucuna holtoni,Mucuna holtonii,Vine,NA,Nectarivory,NA
BPI2341,BPA182,BPR152,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Malvaceae,Quararibea,Matisia ochrocalyx,Quararibea ochrocalyx,Tree,NA,Nectarivory,NA
BPI2342,BPA182,BPR152,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Malvaceae,Quararibea,Matisia cordata,Quararibea cordata,Tree,NA,Nectarivory,NA
BPI2343,BPA182,BPR152,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Solanaceae,Merinthopodium,Markea neurantha,Merinthopodium neuranthum,Shrub,Late,Nectarivory,NA
BPI2344,BPA182,BPR152,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Marcgraviaceae,Marcgravia,Marcgravia spp.,Marcgravia sp.,Vine,NA,Nectarivory,NA
BPI2345,BPA182,BPR152,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Leguminosae,Inga,Inga sp.,Inga sp.,Tree,NA,Nectarivory,NA
BPI2346,BPA182,BPR152,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Myrtaceae,Eugenia,Eugenia sp.,Eugenia sp.,tree,NA,Nectarivory,NA
BPI2347,BPA182,BPR152,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Malvaceae,Ceiba,Ceiba pentandra,Ceiba pentandra,Tree,Early,Nectarivory,NA
BPI2348,BPA182,BPR152,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Urticaceae,Cecropia,Cecropia sp.,Cecropia sp.,Tree,Early,Nectarivory,NA
BPI2349,BPA182,BPR152,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Arecaceae,Calyptrogyne,Calyptrogyne ghiesbreghtiana,Calyptrogyne ghiesbreghtiana,Palm-tree,Late,Nectarivory,NA
BPI2350,BPA182,BPR152,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Urticaceae,Cecropia,Cecropia sp.,Cecropia sp.,Tree,Early,Nectarivory,NA
BPI2351,BPA182,BPR152,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Malvaceae,Ceiba,Ceiba pentandra,Ceiba pentandra,Tree,Early,Nectarivory,NA
BPI2352,BPA182,BPR152,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Myrtaceae,Eugenia,Eugenia sp.,Eugenia sp.,tree,NA,Nectarivory,NA
BPI2353,BPA182,BPR152,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Marcgraviaceae,Marcgravia,Marcgravia sp.,Marcgravia sp.,Vine,NA,Nectarivory,NA
BPI2354,BPA182,BPR152,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Solanaceae,Merinthopodium,Markea neurantha,Merinthopodium neuranthum,Shrub,Late,Nectarivory,NA
BPI2355,BPA182,BPR152,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Malvaceae,Matisia,Matisia bracteolosa,Matisia bracteolosa,Tree,Late,Nectarivory,NA
BPI2356,BPA182,BPR152,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Malvaceae,Quararibea,Matisia cordata,Quararibea cordata,Tree,NA,Nectarivory,NA
BPI2357,BPA182,BPR152,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Malvaceae,Quararibea,Matisia ochrocalyx,Quararibea ochrocalyx,Tree,NA,Nectarivory,NA
BPI2358,BPA182,BPR152,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Leguminosae,Mucuna,Mucuna holtoni,Mucuna holtonii,Vine,NA,Nectarivory,NA
BPI2359,BPA182,BPR152,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Musaceae,Musa,Musa sp.,Musa sp.,Herb,NA,Nectarivory,NA
BPI2360,BPA182,BPR152,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Malvaceae,Ochroma,Ochroma pyramidale,Ochroma pyramidale,Tree,Early,Nectarivory,NA
BPI2361,BPA182,BPR152,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Malvaceae,Quararibea,Quararibea parvifolia,Quararibea parvifolia,Tree,NA,Nectarivory,NA
BPI2362,BPA182,BPR152,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Bromeliaceae,Vriesea,Vriesea sp.,Vriesea sp.,Herb,NA,Nectarivory,NA
BPI2363,BPA182,BPR152,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Cactaceae,Weberocereus,Weberocereus tunilla,Weberocereus tunilla,Succulent,NA,Nectarivory,NA
BPI2364,BPA182,BPR152,Lichonycteris,Lichonycteris obscura,Lichonycteris obscura,Nectarivore,Arecaceae,Calyptrogyne,Calyptrogyne ghiesbreghtiana,Calyptrogyne ghiesbreghtiana,Palm-tree,Late,Nectarivory,NA
BPI2365,BPA182,BPR152,Lichonycteris,Lichonycteris obscura,Lichonycteris obscura,Nectarivore,Urticaceae,Cecropia,Cecropia sp.,Cecropia sp.,Tree,Early,Nectarivory,NA
BPI2366,BPA182,BPR152,Lichonycteris,Lichonycteris obscura,Lichonycteris obscura,Nectarivore,Malvaceae,Ceiba,Ceiba pentandra,Ceiba pentandra,Tree,Early,Nectarivory,NA
BPI2367,BPA182,BPR152,Lichonycteris,Lichonycteris obscura,Lichonycteris obscura,Nectarivore,Marcgraviaceae,Marcgravia,Marcgravia sp.,Marcgravia sp.,Vine,NA,Nectarivory,NA
BPI2368,BPA182,BPR152,Lichonycteris,Lichonycteris obscura,Lichonycteris obscura,Nectarivore,Solanaceae,Merinthopodium,Markea neurantha,Merinthopodium neuranthum,Shrub,Late,Nectarivory,NA
BPI2369,BPA182,BPR152,Lichonycteris,Lichonycteris obscura,Lichonycteris obscura,Nectarivore,Malvaceae,Matisia,Matisia bracteolosa,Matisia bracteolosa,Tree,Late,Nectarivory,NA
BPI2370,BPA182,BPR152,Lichonycteris,Lichonycteris obscura,Lichonycteris obscura,Nectarivore,Malvaceae,Quararibea,Matisia cordata,Quararibea cordata,Tree,NA,Nectarivory,NA
BPI2371,BPA182,BPR152,Lichonycteris,Lichonycteris obscura,Lichonycteris obscura,Nectarivore,Malvaceae,Quararibea,Matisia ochrocalyx,Quararibea ochrocalyx,Tree,NA,Nectarivory,NA
BPI2372,BPA182,BPR152,Lichonycteris,Lichonycteris obscura,Lichonycteris obscura,Nectarivore,Leguminosae,Mucuna,Mucuna holtoni,Mucuna holtonii,Vine,NA,Nectarivory,NA
BPI2373,BPA182,BPR152,Lichonycteris,Lichonycteris obscura,Lichonycteris obscura,Nectarivore,Musaceae,Musa,Musa sp.,Musa sp.,Herb,NA,Nectarivory,NA
BPI2374,BPA182,BPR152,Lichonycteris,Lichonycteris obscura,Lichonycteris obscura,Nectarivore,Malvaceae,Ochroma,Ochroma pyramidale,Ochroma pyramidale,Tree,Early,Nectarivory,NA
BPI2375,BPA182,BPR152,Lichonycteris,Lichonycteris obscura,Lichonycteris obscura,Nectarivore,Malvaceae,Quararibea,Quararibea parvifolia,Quararibea parvifolia,Tree,NA,Nectarivory,NA
BPI2376,BPA182,BPR152,Lichonycteris,Lichonycteris obscura,Lichonycteris obscura,Nectarivore,Bromeliaceae,Vriesea,Vriesea sp.,Vriesea sp.,Herb,NA,Nectarivory,NA
BPI2377,BPA182,BPR152,Lonchophylla,Lonchophylla robusta,Lonchophylla robusta,Nectarivore,Arecaceae,Calyptrogyne,Calyptrogyne ghiesbreghtiana,Calyptrogyne ghiesbreghtiana,Palm-tree,Late,Nectarivory,NA
BPI2378,BPA182,BPR152,Lonchophylla,Lonchophylla robusta,Lonchophylla robusta,Nectarivore,Myrtaceae,Eugenia,Eugenia sp.,Eugenia sp.,tree,NA,Nectarivory,NA
BPI2379,BPA182,BPR152,Lonchophylla,Lonchophylla robusta,Lonchophylla robusta,Nectarivore,Marcgraviaceae,Marcgravia,Marcgravia sp.,Marcgravia sp.,Vine,NA,Nectarivory,NA
BPI2380,BPA182,BPR152,Lonchophylla,Lonchophylla robusta,Lonchophylla robusta,Nectarivore,Solanaceae,Merinthopodium,Markea neurantha,Merinthopodium neuranthum,Shrub,Late,Nectarivory,NA
BPI2381,BPA182,BPR152,Lonchophylla,Lonchophylla robusta,Lonchophylla robusta,Nectarivore,Malvaceae,Quararibea,Matisia cordata,Quararibea cordata,Tree,NA,Nectarivory,NA
BPI2382,BPA182,BPR152,Lonchophylla,Lonchophylla robusta,Lonchophylla robusta,Nectarivore,Malvaceae,Quararibea,Matisia ochrocalyx,Quararibea ochrocalyx,Tree,NA,Nectarivory,NA
BPI2383,BPA182,BPR152,Lonchophylla,Lonchophylla robusta,Lonchophylla robusta,Nectarivore,Malvaceae,Ochroma,Ochroma pyramidale,Ochroma pyramidale,Tree,Early,Nectarivory,NA
BPI2384,BPA182,BPR152,Lonchophylla,Lonchophylla robusta,Lonchophylla robusta,Nectarivore,Bromeliaceae,Vriesea,Vriesea sp.,Vriesea sp.,Herb,NA,Nectarivory,NA
BPI2385,BPA183,BPR153,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Urticaceae,Cecropia,Cecropia insignis,Cecropia insignis,Tree,Early,Frugivory,NA
BPI2386,BPA183,BPR153,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Hypericaceae,Vismia,Vismia baccifera,Vismia baccifera,Tree,Early,Frugivory,NA
BPI2387,BPA183,BPR153,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Piperaceae,Piper,Piper auritum,Piper auritum,Shrub,Early,Frugivory,NA
BPI2388,BPA183,BPR153,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Malvaceae,Ochroma,Ochroma pyramidale,Ochroma pyramidale,Tree,Early,Nectarivory,NA
BPI2389,BPA183,BPR153,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Leguminosae,Mucuna,Mucuna holtonii,Mucuna holtonii,Vine,NA,Nectarivory,NA
BPI2390,BPA183,BPR153,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Bromeliaceae,Vriesea,Werauhia gladioliflora,Vriesea gladioliflora,Herb,NA,Nectarivory,NA
BPI2391,BPA184,BPR154,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Marcgraviaceae,Marcgravia,Marcgravia nervosa,Marcgravia nervosa,Vine,NA,Nectarivory,NA
BPI2392,BPA184,BPR154,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Marcgraviaceae,Marcgravia,Marcgravia serrae,Marcgravia serrae,Vine,NA,Nectarivory,NA
BPI2393,BPA184,BPR154,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Marcgraviaceae,Marcgravia,Marcgravia nepenthoides,Marcgravia nepenthoides,Vine,Late,Nectarivory,NA
BPI2394,BPA184,BPR154,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Marcgraviaceae,Marcgravia,Marcgravia nervosa,Marcgravia nervosa,Vine,NA,Nectarivory,NA
BPI2395,BPA184,BPR154,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Marcgraviaceae,Marcgravia,Marcgravia serrae,Marcgravia serrae,Vine,NA,Nectarivory,NA
BPI2396,BPA184,BPR154,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Marcgraviaceae,Marcgravia,Marcgravia mexicana,Marcgravia mexicana,Vine,Late,Nectarivory,NA
BPI2397,BPA184,BPR154,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Marcgraviaceae,Marcgravia,Marcgravia mexicana,Marcgravia mexicana,Vine,Late,Nectarivory,NA
BPI2398,BPA184,BPR154,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Marcgraviaceae,Marcgravia,Marcgravia nepenthoides,Marcgravia nepenthoides,Vine,Late,Nectarivory,NA
BPI2399,BPA185,BPR155,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Cactaceae,Weberocereus,Weberocereus tunilla,Weberocereus tunilla,Succulent,NA,Nectarivory,NA
BPI2400,BPA185,BPR155,Lichonycteris,Lichonycteris obscura,Lichonycteris obscura,Nectarivore,Cactaceae,Weberocereus,Weberocereus tunilla,Weberocereus tunilla,Succulent,NA,Nectarivory,NA
BPI2401,BPA185,BPR155,Glossophaga,Glossophaga commissarisi,Glossophaga commissarisi,Nectarivore,Cactaceae,Weberocereus,Weberocereus tunilla,Weberocereus tunilla,Succulent,NA,Nectarivory,NA
BPI2402,BPA185,BPR155,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Cactaceae,Weberocereus,Weberocereus trichophorus,Weberocereus trichophorus,Succulent,NA,Nectarivory,NA
BPI2403,BPA185,BPR155,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Cactaceae,Weberocereus,Weberocereus biolleyi,Weberocereus biolleyi,Succulent,NA,Nectarivory,NA
BPI2404,BPA186,BPR156,Hylonycteris,Hylonycteris underwoodi,Hylonycteris underwoodi,Nectarivore,Marcgraviaceae,Marcgravia,Marcgravia pittieri,Marcgravia pittieri,Vine,Late,Nectarivory,NA
BPI2405,BPA187,BPR157,Artibeus,Artibeus sp.,Artibeus sp.,Frugivore,Urticaceae,Cecropia,Cecropia ficifolia,Cecropia ficifolia,Tree,Early,Frugivory,NA
BPI2406,BPA187,BPR157,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Hypericaceae,Vismia,Vismia lauriformis,Vismia lauriformis,Tree,Early,Frugivory,NA
BPI2407,BPA187,BPR157,Platyrrhinus,Vampyrops  helleri,Platyrrhinus sp.,Frugivore,Urticaceae,Cecropia,Cecropia ficifolia,Cecropia ficifolia,Tree,Early,Frugivory,NA
BPI2408,BPA188,BPR158,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Solanaceae,Solanum,Solanum asperum,Solanum asperum,Shrub,Early,Frugivory,NA
BPI2409,BPA188,BPR158,Sturnira,Sturnira tildae,Sturnira tildae,Frugivore,Solanaceae,Solanum,Solanum asperum,Solanum asperum,Shrub,Early,Frugivory,NA
BPI2410,BPA188,BPR158,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Solanaceae,Solanum,Solanum caavurana,Solanum caavurana,Shrub,Early,Frugivory,NA
BPI2411,BPA188,BPR158,Sturnira,Sturnira tildae,Sturnira tildae,Frugivore,Solanaceae,Solanum,Solanum caavurana,Solanum caavurana,Shrub,Early,Frugivory,NA
BPI2412,BPA188,BPR158,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Solanaceae,Solanum,Solanum grandiflorum,Solanum grandiflorum,Tree,Early,Frugivory,NA
BPI2413,BPA188,BPR158,Sturnira,Sturnira tildae,Sturnira tildae,Frugivore,Solanaceae,Solanum,Solanum grandiflorum,Solanum grandiflorum,Tree,Early,Frugivory,NA
BPI2414,BPA188,BPR158,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Urticaceae,Cecropia,Cecropia sp.,Cecropia sp.,Tree,Early,Frugivory,NA
BPI2415,BPA188,BPR158,Sturnira,Sturnira tildae,Sturnira tildae,Frugivore,Urticaceae,Cecropia,Cecropia sp.,Cecropia sp.,Tree,Early,Frugivory,NA
BPI2416,BPA188,BPR158,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Hypericaceae,Vismia,Vismia sp.,Vismia sp.,NA,NA,Frugivory,NA
BPI2417,BPA188,BPR158,Sturnira,Sturnira tildae,Sturnira tildae,Frugivore,Hypericaceae,Vismia,Vismia sp.,Vismia sp.,NA,NA,Frugivory,NA
BPI2418,BPA188,BPR158,Carollia,Carollia perspicillata,Carollia perspicillata,Frugivore,Piperaceae,Piper,Piper sp.,Piper sp.,Shrub,NA,Frugivory,NA
BPI2419,BPA188,BPR158,Sturnira,Sturnira tildae,Sturnira tildae,Frugivore,Piperaceae,Piper,Piper sp.,Piper sp.,Shrub,NA,Frugivory,NA
BPI2420,BPA189,BPR159,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Cactaceae,Neobuxbaumia,Neobuxbaumia tetetzo,Neobuxbaumia tetetzo,Succulent,NA,Nectarivory,NA
BPI2421,BPA189,BPR159,Choeronycteris,Choeronycteris mexicana,Choeronycteris mexicana,Nectarivore,Cactaceae,Neobuxbaumia,Neobuxbaumia tetetzo,Neobuxbaumia tetetzo,Succulent,NA,Nectarivory,NA
BPI2422,BPA189,BPR159,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Cactaceae,Neobuxbaumia,Neobuxbaumia tetetzo,Neobuxbaumia tetetzo,Succulent,NA,Frugivory,NA
BPI2423,BPA189,BPR159,Choeronycteris,Choeronycteris mexicana,Choeronycteris mexicana,Nectarivore,Cactaceae,Neobuxbaumia,Neobuxbaumia tetetzo,Neobuxbaumia tetetzo,Succulent,NA,Frugivory,NA
BPI2424,BPA189,BPR159,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Cactaceae,Neobuxbaumia,Neobuxbaumia tetetzo,Neobuxbaumia tetetzo,Succulent,NA,Frugivory,NA
BPI2425,BPA190,BPR160,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Cactaceae,Pilosocereus,Pilosocereus chrysacanrhus,Pilosocereus chrysacanthus,Succulent,NA,Nectarivory,8
BPI2426,BPA190,BPR160,Leptonycteris,Leptonycteris nivalis,Leptonycteris nivalis,Nectarivore,Cactaceae,Pilosocereus,Pilosocereus chrysacanrhus,Pilosocereus chrysacanthus,Succulent,NA,Nectarivory,3
BPI2427,BPA190,BPR160,Choeronycteris,Choeronycteris mexicana,Choeronycteris mexicana,Nectarivore,Cactaceae,Pilosocereus,Pilosocereus chrysacanrhus,Pilosocereus chrysacanthus,Succulent,NA,Nectarivory,4
BPI2428,BPA190,BPR160,Sturnira,Sturnira lilium,Sturnira parvidens,Frugivore,Cactaceae,Pilosocereus,Pilosocereus chrysacanrhus,Pilosocereus chrysacanthus,Succulent,NA,Nectarivory,2
BPI2429,BPA191,BPR160,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Cactaceae,Pachycereus,Pachycereus weberi,Pachycereus weberi,Succulent,NA,Nectarivory,8
BPI2430,BPA191,BPR160,Leptonycteris,Leptonycteris nivalis,Leptonycteris nivalis,Nectarivore,Cactaceae,Pachycereus,Pachycereus weberi,Pachycereus weberi,Succulent,NA,Nectarivory,3
BPI2431,BPA191,BPR160,Choeronycteris,Choeronycteris mexicana,Choeronycteris mexicana,Nectarivore,Cactaceae,Pachycereus,Pachycereus weberi,Pachycereus weberi,Succulent,NA,Nectarivory,3
BPI2432,BPA191,BPR160,Sturnira,Sturnira lilium,Sturnira parvidens,Frugivore,Cactaceae,Pachycereus,Pachycereus weberi,Pachycereus weberi,Succulent,NA,Nectarivory,2
BPI2433,BPA191,BPR160,Artibeus,Artibeus jamaicensis,Artibeus jamaicensis,Frugivore,Cactaceae,Pachycereus,Pachycereus weberi,Pachycereus weberi,Succulent,NA,Nectarivory,7
BPI2434,BPA191,BPR160,Glossophaga,Glossophaga soricina,Glossophaga soricina,Nectarivore,Cactaceae,Pachycereus,Pachycereus weberi,Pachycereus weberi,Succulent,NA,Nectarivory,1
BPI2435,BPA192,BPR161,Leptonycteris,Leptonycteris curasoae,Leptonycteris yerbabuenae,Nectarivore,Cactaceae,Pachycereus,Pachycereus pecten-aboriginum,Pachycereus pecten-aboriginum,Succulent,NA,Nectarivory,83
